english_normalized,english_raw,thai,usage_count,source_ids,context_variants,status,notes
"steven: whew, that was too tense.\n{player}{kun}, thank you.\pi have something to give you as\nthanks for your support.\pplease come see me at home\nafter this.\poh, yes, i don't live in rustboro city.\ni live right here on this island.$","STEVEN: Whew, that was too tense.\n{PLAYER}{KUN}, thank you.\pI have something to give you as\nthanks for your support.\pPlease come see me at home\nafter this.\pOh, yes, I don't live in RUSTBORO CITY.\nI live right here on this island.$",ไดโกะ: เฮ้อ ตึงเครียดจริง ๆ\n{PLAYER}{KUN} ขอบใจนะ\pฉันมีของอยากมอบให้\nเพื่อตอบแทนที่ช่วยเหลือ\pเสร็จเรื่องแล้วช่วยมาหาฉัน\nที่บ้านด้วยนะ\pอ้อ บ้านฉันไม่ได้อยู่เมืองคานาซึมิ\nแต่อยู่บนเกาะนี้เอง$,1,dlg_63d0a5b1cfa2160d,,draft,
"steven: {player}{kun}, have you read that\nproclamation already?\pteam magma is coming after the rocket\nfuel on this island.\pi don't know what they'd need it for,\nbut they can't be allowed to take it.\pi'll keep an eye on things for\na while longer.\pin the meantime, why don't you go\ncheck out the town?$","STEVEN: {PLAYER}{KUN}, have you read that\nproclamation already?\pTEAM MAGMA is coming after the rocket\nfuel on this island.\pI don't know what they'd need it for,\nbut they can't be allowed to take it.\pI'll keep an eye on things for\na while longer.\pIn the meantime, why don't you go\ncheck out the town?$",ไดโกะ: {PLAYER}{KUN} อ่านประกาศ\nฉบับนั้นแล้วหรือยัง?\pทีมแมกมากำลังหมายตา\nเชื้อเพลิงจรวดบนเกาะนี้\pไม่รู้ว่าพวกมันต้องการไปทำอะไร\nแต่ปล่อยให้เอาไปไม่ได้\pฉันจะคอยเฝ้าสถานการณ์\nต่ออีกสักพัก\pระหว่างนี้ลองไป\nดูรอบเมืองก่อนไหม?$,1,dlg_79ce7f56167066ae,,draft,
"steven: {player}{kun}, show me your true\npower as a trainer!$","STEVEN: {PLAYER}{KUN}, show me your true\npower as a TRAINER!$",ไดโกะ: {PLAYER}{KUN} แสดงพลังที่แท้จริง\nในฐานะเทรนเนอร์ให้ฉันดูหน่อย!$,1,dlg_edeb336fc52d099f,,draft,
"steven: {player}{kun}.\pi enjoy seeing pokémon and trainers\nwho strive together.\pi think you're doing great.\pwell, let's meet again somewhere.$","STEVEN: {PLAYER}{KUN}.\pI enjoy seeing POKéMON and TRAINERS\nwho strive together.\pI think you're doing great.\pWell, let's meet again somewhere.$",ไดโกะ: {PLAYER}{KUN}\pฉันชอบที่ได้เห็นโปเกมอนกับเทรนเนอร์\nพยายามไปด้วยกัน\pฉันว่าเธอทำได้ดีมาก\pไว้พบกันใหม่ที่ไหนสักแห่ง$,1,dlg_2c9ae36316cdc574,,draft,
"tate: looks like the bond between you\nand your pokémon is far stronger than\lthe bond that we share as twins.\pliza: you will become even stronger!\nwe've battled you, so we know.$","TATE: Looks like the bond between you\nand your POKéMON is far stronger than\lthe bond that we share as twins.\pLIZA: You will become even stronger!\nWe've battled you, so we know.$",ฟู: สายสัมพันธ์ระหว่างเธอกับโปเกมอน\nแข็งแกร่งกว่าสายสัมพันธ์ของ\lพวกเราฝาแฝดเสียอีก\pรัน: เธอจะแข็งแกร่งขึ้นอีกแน่นอน!\nเพราะได้สู้กัน เราจึงรู้$,1,dlg_45b733a3659fa52c,,draft,
tate: that tm04 contains...\nliza: calm mind!\ptate: it raises sp. atk and...\nliza: it raises sp. def!\ptate: it's a move that's perfect...\nliza: for psychic pokémon!\p... ... ... ... ... ...$,TATE: That TM04 contains…\nLIZA: CALM MIND!\pTATE: It raises SP. ATK and…\nLIZA: It raises SP. DEF!\pTATE: It's a move that's perfect…\nLIZA: For PSYCHIC POKéMON!\p… … … … … …$,ฟู: TM04 บรรจุท่า…\nรัน: เมโซ!\pฟู: ช่วยเพิ่มพลังโจมตีพิเศษและ…\nรัน: เพิ่มพลังป้องกันพิเศษ!\pฟู: เป็นท่าที่เหมาะมาก…\nรัน: สำหรับโปเกมอนพลังจิต!\p… … … … … …$,1,dlg_bf9f721d101df3f8,,draft,
"tate: the mind badge enhances the\nsp. atk and sp. def of pokémon.\pliza: it also lets you use the hm move\ndive outside of battle.\ptate: you should also take this, too.$","TATE: The MIND BADGE enhances the\nSP. ATK and SP. DEF of POKéMON.\pLIZA: It also lets you use the HM move\nDIVE outside of battle.\pTATE: You should also take this, too.$",ฟู: มายด์แบดจ์ช่วยเพิ่ม\nพลังโจมตีพิเศษและพลังป้องกันพิเศษของโปเกมอน\pรัน: และยังทำให้ใช้ท่า HM\nไดฟ์นอกการต่อสู้ได้\pฟู: รับสิ่งนี้ไปด้วยนะ$,1,dlg_43359ec54091c550,,draft,
"team magma can't be allowed to steal\nthe rocket fuel.\poh, by the way, you can have this stone\ni found on the beach.$","TEAM MAGMA can't be allowed to steal\nthe rocket fuel.\pOh, by the way, you can have this stone\nI found on the beach.$",ปล่อยให้ทีมแมกมาขโมย\nเชื้อเพลิงจรวดไม่ได้\pอ้อ จริงสิ รับหินก้อนนี้ไปเถอะ\nฉันเจอมันที่ชายหาด$,1,dlg_10a0c4da3c01bfa0,,draft,
"team magma...\ndo they want to go to space, too?$","TEAM MAGMA…\nDo they want to go to space, too?$",ทีมแมกมา…\nพวกนั้นก็อยากไปอวกาศหรือ?$,1,dlg_33a9a5236748bb7b,,draft,
"thanks!\nthanks to you, we're safe!\pit might be an odd way of thanking you,\nbut take this pokémon.$","Thanks!\nThanks to you, we're safe!\pIt might be an odd way of thanking you,\nbut take this POKéMON.$",ขอบคุณ!\nเพราะคุณ พวกเราจึงปลอดภัย!\pอาจเป็นวิธีขอบคุณที่แปลกหน่อย\nแต่รับโปเกมอนตัวนี้ไปเถอะ$,1,dlg_15b8f87c5174f5d2,,draft,
"that technical machine, tm39,\ncontains rock tomb.\pit not only inflicts damage by dropping\nrocks, it also lowers speed.\pif you use a tm, it instantly teaches\nthe move to a pokémon.\premember, a tm can be used only once,\nso think before you use it.$","That TECHNICAL MACHINE, TM39,\ncontains ROCK TOMB.\pIt not only inflicts damage by dropping\nrocks, it also lowers SPEED.\pIf you use a TM, it instantly teaches\nthe move to a POKéMON.\pRemember, a TM can be used only once,\nso think before you use it.$",เครื่องเทคนิค TM39\nบรรจุท่ากังเซกิฟูจิ\pนอกจากสร้างความเสียหายด้วยการ\nทิ้งหินใส่แล้ว ยังลดความเร็วด้วย\pเมื่อใช้ TM โปเกมอนจะเรียนรู้\nท่านั้นได้ทันที\pจำไว้นะคะว่า TM ใช้ได้เพียงครั้งเดียว\nจึงควรคิดให้ดีก่อนใช้$,1,dlg_e739b5163d24a801,,draft,
that tm08 contains bulk up.\pit's a move that raises both attack\nand defense stats.\p... ... ... ... ... ...$,That TM08 contains BULK UP.\pIt's a move that raises both ATTACK\nand DEFENSE stats.\p… … … … … …$,TM08 บรรจุท่าบิลด์อัป\pเป็นท่าที่เพิ่มทั้งพลังโจมตี\nและพลังป้องกัน\p… … … … … …$,1,dlg_0e086d2f7643bdb7,,draft,
that tm34 there contains shock wave.\pit's a trustworthy move that never\nmisses! you can count on it!\p... ... ... ... ... ...$,That TM34 there contains SHOCK WAVE.\pIt's a trustworthy move that never\nmisses! You can count on it!\p… … … … … …$,TM34 นั่นบรรจุท่าเด็งเงกิฮะ\pเป็นท่าที่ไม่มีวันพลาดเป้า!\nวางใจได้เลย!\p… … … … … …$,1,dlg_ffb1954314bec3d3,,draft,
that tm50 contains overheat.\pthat move inflicts serious damage on\nthe opponent.\pbut it also sharply cuts the sp. atk\nof the pokémon using it. it might not\lbe suitable for longer battles.$,That TM50 contains OVERHEAT.\pThat move inflicts serious damage on\nthe opponent.\pBut it also sharply cuts the SP. ATK\nof the POKéMON using it. It might not\lbe suitable for longer battles.$,TM50 บรรจุท่าโอเวอร์ฮีต\pท่านี้สร้างความเสียหายรุนแรง\nแก่คู่ต่อสู้\pแต่จะลดพลังโจมตีพิเศษของ\nโปเกมอนที่ใช้ลงอย่างมาก จึงอาจ\lไม่เหมาะกับการต่อสู้ที่ยืดเยื้อ$,1,dlg_dc7603a3e7b7cee7,,draft,
the awakened rayquaza flew off...$,The awakened RAYQUAZA flew off…$,เร็คคูซาที่ตื่นขึ้นบินจากไป…$,1,dlg_6b211e62d63b8b92,,draft,
"the embodiments of the land, sea,\nand the sky...\pthat is said to be the identities of\nthe super-ancient pokémon...\pin the same way that we humans and\npokémon have life, our world, too,\lis alive...\pthe super-ancient pokémon have\ntaught us that...$","The embodiments of the land, sea,\nand the sky…\pThat is said to be the identities of\nthe super-ancient POKéMON…\pIn the same way that we humans and\nPOKéMON have life, our world, too,\lis alive…\pThe super-ancient POKéMON have\ntaught us that…$",ตัวแทนแห่งผืนดิน ท้องทะเล\nและท้องฟ้า…\pกล่าวกันว่านั่นคือตัวตนของ\nโปเกมอนยุคบรรพกาล…\pเช่นเดียวกับมนุษย์และโปเกมอน\nที่มีชีวิต โลกของเราเองก็\lมีชีวิตเช่นกัน…\pโปเกมอนยุคบรรพกาล\nได้สอนเรื่องนั้นแก่เรา…$,1,dlg_99952122a38c4d6b,,draft,
"the knuckle badge makes all pokémon\nup to level 30, even those you get in\ltrades, obey without question.\pand, you'll be able to use the hm move\nflash outside of battle.\pif you'd like, use this technical\nmachine, too.$","The KNUCKLE BADGE makes all POKéMON\nup to Level 30, even those you get in\ltrades, obey without question.\pAnd, you'll be able to use the HM move\nFLASH outside of battle.\pIf you'd like, use this TECHNICAL\nMACHINE, too.$",นัคเคิลแบดจ์ทำให้โปเกมอน\nถึงเลเวล 30 เชื่อฟังทุกคำสั่ง\lแม้จะได้มาจากการแลกเปลี่ยน\pและยังใช้ท่า HM แฟลช\nนอกการต่อสู้ได้ด้วย\pถ้าต้องการ ก็รับเครื่องเทคนิค\nนี้ไปใช้ด้วย$,1,dlg_c511203430171749,,draft,
